1,2,3,4,5,6,7,8,9,10,11
"",,Almurtaza Masjid,106040502,,0,806,806,,,
"",,Mohallah Chasah Wali Dheri,106040503,,0,58,58,,,
"",,Mohallah Chasah Wali Dheri,106040507,,0,92,92,,,
"",,Mohallah Chasah Wali Dheri,106040508,,0,0,0,,,
"",,,,Total: -,0,"1,199","1,199",0,4,4
889,"F.J HIGH SCHOOL, FATEHJANG (FEMALE) (P)",Mohallah Chasah Wali Dheri,106040504,,0,444,444,,,
Mohallah Chasah Wali Dheri,106040505,,0,155,155,,,,,
Mohallah Chasah Wali Dheri,106040506,,0,447,447,,,,,
"",,Total: -,0,"1,046","1,046",0,3,3,,
Mohallah Masjid Mula Bukhari,106040402,,0,951,951,,,,,
891,"GOVERNMENT GIRLS PRIMARY SCHOOL NO.1ZIARAT SHAHEED BABA (KHORE ROAD)  FATEHJANG(FEMALE) (P)",Mohallah Masjid Mula Bukhari,106040408,,0,354,354,,,
"",,Railway Station Colony,106040204,,0,153,153,,,
"",,Railway Station Colony,106040205,,0,187,187,,,
"",,,,Total: -,0,694,694,0,2,2
892,OFFICE OF THE SDO BUILDING FATEHJANG (MALE)(T),Gharbi Kohat Road,106040101,,997,0,997,,,
"",,Gharbi Kohat Road,106040109,,40,0,40,,,
"",,,,,1,0,1,,,
"",,Gharbi Kohat Road,106040110,,139,0,139,,,
"",,,,Total: -,"1,177",0,"1,177",4,0,4
893,"GOVERNMENT GIRLS DEGREE COLLEGE,FATEHJANG (FEMALE) (P)",Mohallah Nai Abaadi,106040102,,0,130,130,,,
"",,Mohallah Nai Abaadi,106040107,,0,463,463,,,
"",,Mohallah Gharbi,106040104,,0,466,466,,,
"",,,,Total: -,0,"1,059","1,059",0,3,3
894,"GOVERNMENT GIRLS DEGREE COLLEGE,FATEHJANG (FEMALE) (P)",Mohallah Gharbi,106040105,,0,564,564,,,
"",,Mohallah Chishtia,106040106,,0,237,237,,,
"",,Stadium Road,106040203,,0,215,215,,,
"",,Stadium Road,106040206,,0,38,38,,,
"",,,,Total: -,0,"1,054","1,054",0,3,3
895,"GOVERNMENT BOYS  PRIMARY SCHOOL WESTATTOCK ROAD FATEHJANG (FEMALE) (P)",Gharbi Kohat Road,106040101,,0,821,821,,,
"",,Gharbi Kohat Road,106040109,,0,45,45,,,
"",,Gharbi Kohat Road,106040110,,0,127,127,,,
"",,,,Total: -,0,993,993,0,3,3
896,"GOVERNMENT GIRLS DEGREE COLLEGE,FATEHJANG (FEMALE) (P)",Mohallah Masjid Bilal,106040202,,0,"1,116","1,116",,,
"",,Stadium Road,106040203,,0,215,215,,,
"",,Stadium Road,106040206,,0,38,38,,,
"",,,,Total: -,0,"1,369","1,369",0,4,4
897,"GOVERNMENT GIRLS DEGREE COLLEGE,FATEHJANG (FEMALE) (P)",Mohallah Gharbi,106040105,,0,564,564,,,
"",,Mohallah Chishtia,106040106,,0,237,237,,,
"",,Mohallah Gharbi,106040104,,0,466,466,,,
"",,,,Total: -,0,"1,267","1,267",0,4,4
898,"GOVERNMENT GIRLS PRIMARY SCHOOL NO.2 (WEST)ZIARAT PIR AHMAD SHAH FATEHJANG (FEMALE)(P)",Ziarat Pir Ahmed Shah,106040103,,0,338,338,,,
Ziarat Pir Ahmed Shah,106040108,,0,298,298,,,,,
Mohallah Al Madina Masjid,106040201,,0,254,254,,,,,
Mohallah Nai Abaadi,106040102,,0,130,130,,,,,
"",,Total: -,0,"1,020","1,020",0,3,3,,
Mohallah Masjid Ustad Mian Gama,106040403,,443,0,443,,,,,
Mohallah Masjid Mian Noor,106040406,,767,0,767,,,,,
"",,,,,Total: -,"1,216",0,"1,216",4,0,4
"",900,MC OFFICE FATEHJANG (MALE) (P),Mohallah Karam Khan Road,106040407,,209,0,209,,,
"",,,Mohallah Karam Khan Road,106040409,,200,0,200,,,
"",,,Mohallah Karam Khan Road,106040411,,267,0,267,,,
"",,,,,Total: -,676,0,676,2,0,2
"",901,"GOVT GIRLS HIGH SCHOOL NO. 4 (MC SCHOOL)FATEHJANG (FEMALE) (P)",Mohallah Masjid Ustad Mian Gama,106040403,,0,434,434,,,
"",,,Mohallah Masjid Mian Noor,106040406,,0,719,719,,,
"",,,Mohallah Masjid Mian Noor,106040410,,0,2,2,,,
"",,,,,Total: -,0,"1,155","1,155",0,4,4
"",902,"GOVT GIRLS HIGH SCHOOL NO. 4 (MC SCHOOL)FATEHJANG (FEMALE) (P)",Mohallah Karam Khan Road,106040407,,0,12,12,,,
"",,,Mohallah Karam Khan Road,106040409,,0,359,359,,,
"",,,Mohallah Karam Khan Road,106040411,,0,237,237,,,
"",,,,,Total: -,0,608,608,0,2,2
"",903,"GOVERNMENT BOYS HIGH SCHOOL NO.2FATEHJANG (MALE)(P)",Mohallah Sunbulah Masjid Anderkot,106040305,,410,0,410,,,
"",,,Mohallah Masjid Mian Noor,106040404,,586,0,586,,,
"",,,Masjid Puran Wali,106040405,,412,0,412,,,
"",,,,,Total: -,"1,408",0,"1,408",4,0,4
"",904,"GOVERNMENT GIRLS HIGH SCHOOL NO. 3FATEHJANG (FEMALE) (P)",Mohallah Sunbulah Masjid Anderkot,106040305,,0,394,394,,,
"",,,Mohallah Masjid Mian Noor,106040404,,0,553,553,,,
"",,,Masjid Puran Wali,106040405,,0,359,359,,,
"",,,,,Total: -,0,"1,306","1,306",0,4,4
"",905,"GOVERNMENT BOYS HIGH SCHOOL NO.1FATEHJANG (MALE)(P)",Mohallah Boys High School No.1,106040401,,251,0,251,,,
"",,,Masjid Bibi Anaaran,106040301,,557,0,557,,,
"",,,Mohallah Masjid Acherwal,106040307,,297,0,297,,,
"",,,,,Total: -,"1,105",0,"1,105",3,0,3
"",906,"GOVERNMENT BOYS HIGH SCHOOL NO.1  (BOARDINGHOUSE BRANCH) FATEHJANG (FEMALE) (P)",Mohallah Boys High School No.1,106040401,,0,296,296,,,
"",,,Masjid Bibi Anaaran,106040301,,0,537,537,,,
"",,,,,NM,0,1,1,,,
"",,,Mohallah Masjid Acherwal,106040307,,0,266,266,,,
"",,,,,Total: -,0,"1,100","1,100",0,3,3
"",907,"GOVERNMENT BOYS PRIMARY SCHOOL NO.2 NEAR POSTOFFICE FATEHJANG (MALE)(P)",New Post Office,106040302,,516,0,516,,,
Mohallah Wadi Bin Masjid Al Habib,106040303,,666,0,666,,,,,,
Mohallah Wadi Bin Masjid Al Habib,106040308,,199,0,199,,,,,,
"",,Total: -,"1,381",0,"1,381",4,0,4,,,
Mohallah Masjid Pura Anwali Masjid,106040304,,354,0,354,,,,,,
Mohallah Masjid Pura Anwali Masjid,106040309,,214,0,214,,,,,,
Mohallah Masjid Pura Anwali Masjid,106040310,,6,0,6,,,,,,
"",,,,,Total: -,"1,012",0,"1,012",3,0,3
"",909,"GOVERNMENT GIRLS HIGH SCHOOL NO. 1 FATEHJANG(FEMALE)(P)",New Post Office,106040302,,0,522,522,,,
"",,,Mohallah Wadi Bin Masjid Al Habib,106040303,,0,767,767,,,
"",,,Mohallah Wadi Bin Masjid Al Habib,106040308,,0,22,22,,,
"",,,,,Total: -,0,"1,311","1,311",0,4,4
"",910,"GOVERNMENT GIRLS HIGH SCHOOL NO. 1 FATEHJANG(FEMALE)(P)",Mohallah Masjid Pura Anwali Masjid,106040304,,0,555,555,,,
"",,,Mohallah Masjid Pura Anwali Masjid,106040309,,0,2,2,,,
"",,,Mohallah Masjid Pura Anwali Masjid,106040310,,0,0,0,,,
"",,,Mohallah Masjid Loharan,106040306,,0,443,443,,,
"",,,,,Total: -,0,"1,000","1,000",0,3,3
"",911,"GOVERNMENT GIRLS ELEMENTARY SCHOOL THATTIGUGRAN (COMBINED) (P)",Thatti Gugran,106020401,,405,410,815,,,
"",,,Thatti Gugran,106020402,,318,285,603,,,
"",,,,,Total: -,723,695,"1,418",2,2,4
"",912,"GOVERNMENT BOYS PRIMARY SCHOOL BANGO(COMBINED) (P)",Kasana,106020403,,291,265,556,,,
"",,,Bango,106020404,,323,290,613,,,
"",,,Daulat Pur,106020405,,268,238,506,,,
"",,,,,Total: -,882,793,"1,675",2,2,4
"",913,"GOVERNMENT BOYS HIGH SCHOOL KANIAL (COMBINED)(P)",Kanial,106030701,,358,335,693,,,
"",,,Kanial,106030702,,254,247,501,,,
"",,,,,Total: -,612,582,"1,194",2,1,3
"",914,"GOVERNMENT BOYS HIGH SCHOOL KANIAL (COMBINED)(P)",Kanial,106030703,,675,629,"1,304",,,
"",,,,,Total: -,675,629,"1,304",2,2,4
"",915,"GOVERNMENT BOYS ELEMENTARY SCHOOL KHARALAKALAN (COMBINED) (P)",Kharala Kalan,106010203,,484,440,924,,,
"",,,,,Total: -,484,440,924,2,1,3
"",916,"GOVERNMENT BOYS ELEMENTARY SCHOOL KHARALAKALAN (COMBINED) (P)",Kharala Kalan,106010204,,304,241,545,,,
"",,,Kharala Kalan,106010205,,158,100,258,,,
"",,,,,Total: -,462,341,803,2,1,3
"",917,"GOVERNMENT BOYS ELEMENTARY SCHOOL BHALSAYEDAN (COMBINED) (P)",Bhal Sayedan,106010201,,501,500,"1,001",,,
"",,,,,Total: -,501,500,"1,001",2,1,3
"",918,"GOVERNMENT BOYS ELEMENTARY SCHOOL BHALSAYEDAN (COMBINED) (P)",Bhal Sayedan,106010202,,433,410,843,,,
"",,,,,Total: -,433,410,843,2,1,3
"",919,BASIC HEALTH CENTER JAFFAR (MALE) (P),Jaffar,106010301,,822,0,822,,,
"",,,,,Total: -,822,0,822,3,0,3
"",920,GOVERNMENT BOYS HIGH SCHOOL JAFFAR (MALE) (P),Jaffar,106010302,,476,0,476,,,
Jaffar,106010303,,484,0,484,,,,,,
"",,Total: -,960,0,960,3,0,3,,,
Jaffar,106010301,,0,754,754,,,,,,
"",,Jaffar,106010303,,0,374,374,,,
"",,,,Total: -,0,"1,545","1,545",0,4,4
922,"GOVERNMENT GIRLS PRIMARY SCHOOL CHARRAT(COMBINED) (P)",Charat,106010304,,404,342,746,,,
"",,,,Total: -,404,342,746,1,1,2
923,"GOVERNMENT BOYS PRIMARY SCHOOL AJUWALA(COMBINED) (P)",Ajuwala,106010305,,539,477,"1,016",,,
"",,,,Total: -,539,477,"1,016",2,1,3
924,"GOVERNMENT BOYS PRIMARY SCHOOL SADKAL(COMBINED)(P)",SADKAL,106010108,,694,654,"1,348",,,
"",,,,Total: -,694,654,"1,348",2,2,4
925,"GOVERNMENT GIRLS PRIMARY SCHOOL SADKAL(COMBINED) (P)",SADKAL,106010109,,305,245,550,,,
"",,SADKAL,106010110,,390,382,772,,,
"",,,,Total: -,695,627,"1,322",2,2,4
926,"GOVERNMENT BOYS PRIMARY SCHOOL GARI HASUKHAN (COMBINED) (P)",Ghari Hasu Khan,106030207,,540,519,"1,059",,,
"",,Gaduwala,106030208,,164,142,306,,,
"",,,,Total: -,704,661,"1,365",2,2,4
927,"GOVERNMENT BOYS PRIMARY SCHOOL (BADRA)  DHOKNAMDAR (COMBINED) (P)",Hattar,106030204,,2,11,13,,,
"",,Hattar,106030205,,580,434,"1,014",,,
"",,Hattar,106030206,,165,137,302,,,
"",,,,Total: -,747,582,"1,329",2,2,4
928,GOVT.  GIRLS HIGH  SCHOOL HATTAR (COMBINED) I (P),Hattar,106030202,,808,583,"1,391",,,
"",,,,Total: -,808,583,"1,391",2,2,4
929,GOVT. BOYS HIGH SCHOOL HATTAR (MALE),Hattar,106030201,,501,0,501,,,
"",,Hattar,106030203,,764,0,764,,,
"",,,,Total: -,"1,265",0,"1,265",4,0,4
930,"GIRLS HIGH SCHOOL HATTAR PRIMARY PORTION (FEMALE) -II(P)",Hattar,106030201,,0,435,435,,,
"",,Hattar,106030203,,0,"1,026","1,026",,,
"",,,,Total: -,0,"1,461","1,461",0,4,4
931,BOYS HIGH SCHOOL QUTBAL (COMBINED) (P),Qutbal,106030601,,374,359,733,,,
"",,Qutbal,106030602,,337,359,696,,,
"",,,,Total: -,711,718,"1,429",2,2,4
932,GOVERNMENT BOYS HIGH SCHOOL QATBAL (COMBINED) (P),Qutbal,106030603,,335,359,694,,,
"",,Qutbal,106030605,,324,318,642,,,
"",,,,Total: -,659,677,"1,336",2,2,4
933,UNION COUNCILOFFICE QUTBAL (COMBINED)(P),Qutbal,106030604,,649,649,"1,298",,,
"",,,,Total: -,649,649,"1,298",2,2,4
934,GOVERNMENT BOYS PRIMARY SCHOOL DOIAN (COMBINED) (P),Doian,106030606,NM,"4370","3821","8191",,,
"",,Total: -,437,383,820,2,1,3,,
935,GOVERNMENT BOYS PRIMARY SCHOOL MANGIAL (MALE) (P),Mangial,106030305,,160,0,160,,,
"",,Mangial,106030306,,236,0,236,,,
"",,Mangial,106030307,,606,0,606,,,
"",,Mangial,106030308,,48,0,48,,,
"",,Mangial,106030309,,88,0,88,,,
"",,,,Total: -,"1,183",0,"1,183",4,0,4
936,GOVERNMENT GIRLS PRIMARY SCHOOL MANGIAL (FEMALE) (P),Mangial,106030304,,0,33,33,,,
"",,Mangial,106030305,,0,121,121,,,
"",,Mangial,106030306,,0,215,215,,,
"",,Mangial,106030307,,0,519,519,,,
"",,Mangial,106030308,,0,34,34,,,
"",,Mangial,106030309,,0,65,65,,,
"",,,,Total: -,0,987,987,0,3,3
937,GOVERNMENT BOYS PRIMARY SCHOOL MEHLOO (MALE) (P),Mehloo,106030301,,191,0,191,,,
"",,Mehloo,106030302,,40,0,40,,,
"",,Mehloo,106030303,,607,0,607,,,
"",,Raman,106030310,,32,0,32,,,
"",,Raman,106030311,,76,0,76,,,
"",,,,Total: -,946,0,946,3,0,3
938,GOVERNMENT GIRLS PRIMARY SCHOOL MEHLOO (FEMALE) (P),Mehloo,106030301,,0,151,151,,,
"",,Mehloo,106030302,,0,36,36,,,
"",,Mehloo,106030303,,0,558,558,,,
"",,Raman,106030310,,0,26,26,,,
"",,Raman,106030311,,0,69,69,,,
"",,,,Total: -,0,840,840,0,3,3
939,"GOVERNMENT BOYS HIGH SCHOOL SHAH RAISAADULLAH (COMBINED) (P)",SHAHR RAI SAIDULLAH,106020804,,466,399,865,,,
"",,SHAHR RAI SAIDULLAH,106020805,,338,247,585,,,
"",,,,Total: -,804,646,"1,450",2,2,4
940,"GOVERNMENT BOYS HIGH SCHOOL BURAJ(COMBINED)(P)",Burj,106020802,,747,701,"1,448",,,
"",,,,Total: -,747,701,"1,448",2,2,4
941,"GOVERNMENT BOYS HIGH SCHOOL BURAJ(COMBINED)(P)",BURJ,106020803,,584,494,"1,078",,,
"",,,,Total: -,584,494,"1,078",2,1,3
942,"GOVERNMENT GIRLS PRIMARY SCHOOL KARALAKHURD(COMBINED)(P)",Karala Khurd,106020801,,586,442,"1,028",,,
"",,Total: -,586,442,"1,028",2,1,3,,
Dhok Rai Neka,106010404,,153,92,245,,,,,
Hastal,106010405,,570,555,"1,125",,,,,
"",,NM,3,2,5,,,,,
944,"GOVERNMENT BOYS PRIMARY SCHOOL DHOKSAYDIAN (COMBINED) (P)",Dhok Saydian,106010501,,438,457,895,,,
"",,Dhok Saydian,106010502,,291,236,527,,,
"",,,,Total: -,729,693,"1,422",2,2,4
945,"GOVERNMENT GIRLS ELEMENTARY SCHOOL TAJABARA (COMBINED)(P)",Taja Bara,106010401,,233,150,383,,,
"",,Taja Bara,106010402,,409,375,784,,,
"",,Taja Bara,106010403,,247,184,431,,,
"",,,,Total: -,889,709,"1,598",2,2,4
946,"GOVERNMENT BOYS PRIMARY SCHOOL SOAK(COMBINED)(P)",Soak,106010504,,651,577,"1,228",,,
"",,,,Total: -,651,577,"1,228",2,2,4
947,"GOVERNMENT BOYS PRIMARY SCHOOL MAJHIA(COMBINED) (P)",Majhia,106010503,,656,596,"1,252",,,
"",,Pind Sihat,106010505,,91,71,162,,,
"",,,,Total: -,747,667,"1,414",2,2,4
948,"GOVERNMENT BOYS PRIMARY SCHOOL SHAH RAICHIRAGH (COMBINED)(P)",Shah Rai Chiragh,106020806,,338,302,640,,,
"",,,,Total: -,338,302,640,1,1,2
949,"GOVERNMENT BOYS PRIMARY SCHOOL GAROO(COMBINED) (P)",Garo,106010907,,583,530,"1,113",,,
"",,,,Total: -,583,530,"1,113",2,1,3
950,"GOVERNMENT BOYS PRIMARY SCHOOL GADDA(COMBINED) (P)",Gulial (Gada),106010904,,421,413,834,,,
"",,Gada,106010905,,247,233,480,,,
"",,,,Total: -,668,646,"1,314",2,2,4
951,"GOVERNMENT: BOYS ELEMENTARY SCHOOL GULIAL(MALE) (P)",Gulial,106010901,,749,0,749,,,
"",,Gulial,106010902,,477,0,477,,,
"",,,,Total: -,"1,226",0,"1,226",4,0,4
952,"GOVERNMENT GIRLS ELEMENTARY SCHOOL, GULIAL(FEMALE) (P)",Gulial,106010901,,0,624,624,,,
"",,Gulial,106010902,,0,415,415,,,
"",,,,Total: -,0,"1,039","1,039",0,3,3
953,"GOVERNMENT GIRLS PRIMARY SCHOOL DK. KHANMULKH (COMBINED)(P)",Gulial/Dk. Khan Mulk/Kheer,106010903,,587,444,"1,031",,,
"",,Rakh Shah Rai Saadullah/Dk. Kheer,106010906,,49,32,81,,,
"",,,,Total: -,636,476,"1,112",2,1,3
954,"GOVERNMENT BOYS PRIMARY SCHOOL GAGGAN(COMBINED) (P)",Gaggan,106011004,,521,411,932,,,
"",,,,Total: -,521,411,932,2,1,3
955,"GOVERNMENT BOYS PRIMARY SCHOOL GAGGAN(COMBINED) (P)",Gaggan,106011005,,501,484,985,,,
"",,Gaggan,106011006,,258,182,440,,,
"",,,,Total: -,759,666,"1,425",2,2,4
956,"GOVERNMENT BOYS PRIMARY SCHOOL NAWANGIRAN (COMBINED) (P)",Fatuwala/Nawan Giran,106011003,,498,374,872,,,
"",,Total: -,498,374,872,2,1,3,,
Chak Fateh Khan,106011001,,106,74,180,,,,,
Fatuwala/Kotehra,106011002,,448,316,764,,,,,
958,"GOVERNMENT BOYS HIGH SCHOOL MAHOORA(PRIMARY PORTION) (MALE) (P)",Mahoora,106011007,,374,0,374,,,
"",,Mahoora,106011008,,420,0,420,,,
"",,Mahoora,106011009,,515,0,515,,,
"",,,,Total: -,"1,309",0,"1,309",4,0,4
959,"GOVERNMENT GIRLS ELEMENTARY SCHOOLMAHOORA (FEMALE) (P)",Mahoora,106011007,,0,279,279,,,
"",,Mahoora,106011008,,0,403,403,,,
"",,Mahoora,106011009,,0,341,341,,,
"",,,,Total: -,0,"1,023","1,023",0,3,3
960,"GOVERNMENT BOYS HIGH SCHOOL JHANG(COMBINED) (P)",Jhang,106030801,,184,149,333,,,
"",,Jhang,106030802,,411,269,680,,,
"",,,,Total: -,595,418,"1,013",2,1,3
961,"GOVERNMENT BOYS HIGH SCHOOL JHANG(COMBINED) (P)",Jhang,106030805,,278,239,517,,,
"",,JHANG,106030806,,281,227,508,,,
"",,,,Total: -,559,466,"1,025",2,1,3
962,"GOVERNMENT BOYS PRIMARY SCHOOL JHANG(COMBINED)(P)",Jhang,106030803,,633,589,"1,222",,,
"",,,,Total: -,633,589,"1,222",2,2,4
963,"GOVERNMENT GIRLS HIGH SCHOOL JHANG(COMBINED) (P)",Jhang,106030804,,763,747,"1,510",,,
"",,,,Total: -,763,747,"1,510",2,2,4
964,"GOVERNMENT BOYS PRIMARY SCHOOL KAMAL PURMAIAN (COMBINED) (P)",Kamalpur Maeen,106030101,,594,548,"1,142",,,
"",,,,Total: -,594,548,"1,142",2,2,4
965,"GOVERNMENT BOYS PRIMARY SCHOOL PINDBAHADUR KHAN (COMBINED) (P)",Pind Bahadur,106030103,,699,625,"1,324",,,
"",,,,Total: -,699,625,"1,324",2,2,4
966,"GOVERNMENT BOYS PRIMARY SCHOOL NAIKA(COMBINED) (P)",Naika,106030401,,756,690,"1,446",,,
"",,,,Total: -,756,690,"1,446",2,2,4
967,"GOVERNMENT BOYS ELEMENTARY SCHOOL BEHLOT(COMBINED)(P)",Bhalot,106030102,,749,659,"1,408",,,
"",,,,Total: -,749,659,"1,408",2,2,4
968,"GOVERNMENT BOYS PRIMARY SCHOOL JOHAD(COMBINED) (P)",Johad,106030104,,584,483,"1,067",,,
"",,,,Total: -,584,483,"1,067",2,1,3
969,"GOVERNMENT BOYS PRIMARY SCHOOL TARBATHI(COMBINED) (P)",Tarbhetti,106030807,,742,646,"1,388",,,
"",,,,Total: -,742,646,"1,388",2,2,4
970,"GOVERNMENT BOYS ELEMENTARY SCHOOL KARIMA(COMBINED) (P)",Kariman,106030402,,235,213,448,,,
"",,Kariman,106030403,,496,449,945,,,
"",,,,Total: -,731,662,"1,393",2,2,4
971,"GOVERNMENT BOYS PRIMARY SCHOOL AMIR KHAN(COMBINED) (P)",Amir Khan,106030404,,272,246,518,,,
Amir Khan,106030405,,482,444,926,,,,,
"",,Total: -,754,690,"1,444",2,2,4,,
Dhok Baloch,106030406,,358,362,720,,,,,
"",,,,Total: -,459,449,908,2,1,3
973,"GOVERNMENT BOYS ELEMENTARY SCHOOL DHAREK(MALE) (P)",Dhreek,106030901,,597,0,597,,,
"",,DHAREK,106030902,,249,0,249,,,
"",,,,Total: -,846,0,846,3,0,3
974,"GOVERNMENT BOYS ELEMENTARY SCHOOL DHAREK(MALE) (P)",DHAREK,106030903,,352,0,352,,,
"",,DHAREK,106030904,,322,0,322,,,
"",,DHAREK,106030905,,183,0,183,,,
"",,,,Total: -,857,0,857,3,0,3
975,"GOVERNMENT GIRLS ELEMENTARY SCHOOLDHAREK (FEMALE) (P)",Dhreek,106030901,,0,648,648,,,
"",,Dhreek,106030902,,0,237,237,,,
"",,DHAREK,106030903,,0,59,59,,,
"",,,,Total: -,0,944,944,0,3,3
976,"GOVERNMENT GIRLS ELEMENTARY SCHOOLDHAREK (FEMALE) (P)",DHAREK,106030904,,0,231,231,,,
"",,DHAREK,106030905,,0,137,137,,,
"",,,,Total: -,0,368,368,0,2,2
977,"GOVERNMENT BOYS ELEMENTARY SCHOOL PINDFAZAL KHAN (COMBINED) (P)",Pind Fazal Khan,106030910,,411,360,771,,,
"",,,,Total: -,411,360,771,2,1,3
978,"GOVERNMENT BOYS ELEMENTARY SCHOOL SAHIBKHAN (COMBINED) (P)",Sahib Khan,106030909,,300,283,583,,,
"",,,,Total: -,300,283,583,1,1,2
979,"GOVERNMENT BOYS HIGH SCHOOL LANGER(COMBINED) (P)",Langer,106030908,,530,527,"1,057",,,
"",,,,Total: -,530,527,"1,057",2,1,3
980,"GOVERNMENT GIRLS ELEMENTARY SCHOOLLANGER (MALE) (P)",LANGER,106030906,,810,0,810,,,
"",,LANGER,106030907,,274,0,274,,,
"",,,,Total: -,"1,084",0,"1,084",3,0,3
981,"GOVERNMENT GIRLS ELEMENTARY SCHOOLLANGER (COMBINED) (P)",LANGER,106030906,,0,787,787,,,
"",,LANGER,106030907,,0,209,209,,,
"",,,,Total: -,0,996,996,0,3,3
982,"GOVERNMENT BOYS PRIMARY SCHOOL BHAGVI(COMBINED)(P)",Bhagvi,106030501,,679,618,"1,297",,,
"",,,,Total: -,679,618,"1,297",2,2,4
983,"GOVERNMENT GIRLS PRIMARY SCHOOL BEHLOL(COMBINED) (P)",Behlol,106030503,,700,597,"1,297",,,
"",,Behlol,106030504,,166,168,334,,,
"",,,,Total: -,866,765,"1,631",2,2,4
984,"GOVERNMENT BOYS PRIMARY SCHOOL PERO SHAHI(COMBINED) (P)",Piro Shahi,106030502,,680,605,"1,285",,,
"",,,,Total: -,680,605,"1,285",2,2,4
985,"GOVERNMENT BOYS HIGH SCHOOL BAHTER (MALE)(P)",BAHTER,106030506,,519,0,519,,,
BAHTER,106030507,,921,0,921,,,,,
"",,Total: -,"1,440",0,"1,440",4,0,4,,
"",(COMBINED) (P),,,Total: -,726,715,"1,441",2,2,4
987,"GOVERNMENT BOYS ELEMENTARY SCHOOL BAHTER(COMBINED) (P)",BAHTER,106030509,,414,366,780,,,
"",,,,Total: -,414,366,780,2,1,3
988,"GOVERNMENT GIRLS PRIMARY SCHOOL BAHTER(FEMALE) (P)",BAHTER,106030506,,0,487,487,,,
"",,,,NM,0,1,1,,,
"",,BAHTER,106030507,,0,882,882,,,
"",,,,Total: -,0,"1,370","1,370",0,4,4
989,RURAL HEATH CENTER BAHTER (MALE) (T),Bahter,106030505,,866,0,866,,,
"",,,,Total: -,866,0,866,3,0,3
990,RURAL HEATH CENTER BAHTER (FEMALE) (T),Bahter,106030505,,0,805,805,,,
"",,,,Total: -,0,805,805,0,3,3
991,"GOVERNMENTBOYS HIGH SCHOOL, JABBI KASRAN(COMBINED)(P)",Jabbi,106031101,,794,621,"1,415",,,
"",,,,Total: -,794,621,"1,415",2,2,4
992,"GOVERNMENTBOYS HIGH SCHOOL, JABBI KASRAN(COMBINED)(P)",Jabbi,106031102,,594,483,"1,077",,,
"",,,,Total: -,594,483,"1,077",2,1,3
993,"GOVERNMENTGIRLS HIGH SCHOOL, JABBI KASRAN(COMBINED) (P)",Jabbi,106031103,,523,444,967,,,
"",,,,Total: -,523,444,967,2,1,3
994,"GOVERNMENTGIRLS HIGH SCHOOL, JABBI KASRAN(COMBINED) (P)",JABBI,106031104,,441,251,692,,,
"",,,,Total: -,441,251,692,1,1,2
995,"GOVERNMENT GIRLS ELEMENTARY SCHOOL, HUMAK(COMBINED) (P)",Humak,106031202,,528,469,997,,,
"",,,,Total: -,528,469,997,2,1,3
996,"GOVERNMENT BOYS HIGH SCHOOL, HUMAK(COMBINED) (P)",Humak,106031203,,834,716,"1,550",,,
"",,,,Total: -,834,716,"1,550",2,2,4
997,"GOVERNMENT BOYS ELEMENTARY SCHOOLBATHOO (COMBINED) (P)",Bhatto,106031201,,790,649,"1,439",,,
"",,,,Total: -,790,649,"1,439",2,2,4
998,"GOVERNMENT GIRLS PRIMARY SCHOOL ZANDI(COMBINED) (P)",Kot Zandi,106031106,,611,549,"1,160",,,
"",,Rakh Kala Chitta,106031107,,0,0,0,,,
"",,,,Total: -,611,549,"1,160",2,2,4
999,"GOVERNMENT BOYS PRIMARY SCHOOL PIND NIAZI(COMBINED) (P)",Pind Niazi,106031105,,369,336,705,,,
"",,,,Total: -,369,336,705,1,1,2
1000,"GOVERNMENT BOYS ELEMENTARY SCHOOLGHAKKAR (MALE) (P)",Ghakkar,106031001,,112,0,112,,,
Ghakkar,106031002,,884,0,884,,,,,
Ghakkar,106031003,,232,0,232,,,,,
"",,Total: -,"1,228",0,"1,228",4,0,4,,
Ghakkar,106031001,,0,63,63,,,,,
Ghakkar,106031002,,0,349,349,,,,,
Ghakkar,106031003,,0,450,450,,,,,
1002,"GOVERNMENT GIRLS ELEMENTARY SCHOOLGAKHAR (COMBINED) (P)",Ghakkar,106031004,,366,284,650,,,
"",,Ghakkar,106031005,,495,350,845,,,
"",,,,Total: -,861,634,"1,495",2,2,4
1003,"GOVERNMENT BOYS ELEMENTARY SCHOOL DEWAL(COMBINED) (P)",Dewal,106010701,,882,682,"1,564",,,
"",,,,Total : -,882,682,"1,564",2,2,4
1004,"GOVERNMENT BOYS ELEMENTARY SCHOOL DEWAL(COMBINED) (P)",Dewal,106010702,,535,397,932,,,
"",,Dewal,106010703,,306,237,543,,,
"",,,,Total : -,841,634,"1,475",2,2,4
1005,"GOVERNMENT: GIRLS PRIMARY SCHOOL CHAKRALA(COMBINED) (P)",Chakrala,106020606,,175,151,326,,,
"",,,,Total : -,175,151,326,1,1,2
1006,"GOVERNMENT BOYS PRIMARY SCHOOL KHIDWAL(COMBINED) (P)",Khidwal,106020304,,624,588,"1,212",,,
"",,Khidwal,106020305,,221,202,423,,,
"",,,,Total : -,845,790,"1,635",2,2,4
1007,"GOVERNMENT BOYS HIGH SCHOOL JANGLE(COMBINED) (P)",Ludhial,106021101,,324,270,594,,,
"",,Jangle,106021106,,524,409,933,,,
"",,Rakh Murat Shumali,106021301,,30,24,54,,,
